cell,block,fingerprint,cachedValue,sharedSi,functions,dependencySheets,formula,normalizedFormula
H28,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B28,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I28,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B28,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J28,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A28,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K28,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I28/$H$10,RC[-2]/R10C8
L28,UTILIZATION,668b1c1dbfcf6df7c7f2,0.8856609931805608,5,IFERROR,,"IFERROR(K28/F28,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M28,STATUS,cc605bcd1178ce4c0905,NOT OK,6,IF,,"IF(L28<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N28,JOIN,df342480cfd1e9f94067,7930,,VLOOKUP,Point Coordinates,"VLOOKUP(C28,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O28,JOIN,49309262070579ea9998,5810,,VLOOKUP,Point Coordinates,"VLOOKUP(C28,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V28,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L28>$V$19,1/L28<=$W$19),1/L28,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W28,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L28>$W$19,1/L28<=$X$19),1/L28,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X28,UTILIZATION,102bfd8013f27758e7c0,0,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L28>$X$19,1/L28<=$Y$19),1/L28,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y28,UTILIZATION,2d4c8f3ea18940579bdf,1.1291001948825004,10,IF | IFERROR,,"IFERROR(IF(1/L28>$Y$19,1/L28,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z28,UTILIZATION,28ac2bdd4846fc6e2a7f,7.45,11,IF,,"IF(N28<>"""",(N28-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA28,UTILIZATION,1aafe524f4bc30e7637c,5.33,12,IF,,"IF(O28<>"""",(O28-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A29,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B29,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D29,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B29,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H29,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B29,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I29,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B29,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J29,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A29,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K29,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I29/$H$10,RC[-2]/R10C8
L29,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0860732503942854,5,IFERROR,,"IFERROR(K29/F29,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M29,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L29<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N29,JOIN,df342480cfd1e9f94067,8200,,VLOOKUP,Point Coordinates,"VLOOKUP(C29,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O29,JOIN,49309262070579ea9998,5110,,VLOOKUP,Point Coordinates,"VLOOKUP(C29,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V29,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L29>$V$19,1/L29<=$W$19),1/L29,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W29,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L29>$W$19,1/L29<=$X$19),1/L29,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X29,UTILIZATION,102bfd8013f27758e7c0,0.92074820886801367,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L29>$X$19,1/L29<=$Y$19),1/L29,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y29,UTILIZATION,2d4c8f3ea18940579bdf,0,10,IF | IFERROR,,"IFERROR(IF(1/L29>$Y$19,1/L29,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z29,UTILIZATION,28ac2bdd4846fc6e2a7f,7.72,11,IF,,"IF(N29<>"""",(N29-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA29,UTILIZATION,1aafe524f4bc30e7637c,4.63,12,IF,,"IF(O29<>"""",(O29-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A30,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B30,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D30,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B30,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H30,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B30,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I30,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B30,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J30,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A30,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K30,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I30/$H$10,RC[-2]/R10C8
L30,UTILIZATION,668b1c1dbfcf6df7c7f2,0.97891953861723702,5,IFERROR,,"IFERROR(K30/F30,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M30,STATUS,cc605bcd1178ce4c0905,NOT OK,6,IF,,"IF(L30<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N30,JOIN,df342480cfd1e9f94067,6900,,VLOOKUP,Point Coordinates,"VLOOKUP(C30,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O30,JOIN,49309262070579ea9998,460,,VLOOKUP,Point Coordinates,"VLOOKUP(C30,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V30,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L30>$V$19,1/L30<=$W$19),1/L30,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W30,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L30>$W$19,1/L30<=$X$19),1/L30,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X30,UTILIZATION,102bfd8013f27758e7c0,0,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L30>$X$19,1/L30<=$Y$19),1/L30,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y30,UTILIZATION,2d4c8f3ea18940579bdf,1.0215344168250435,10,IF | IFERROR,,"IFERROR(IF(1/L30>$Y$19,1/L30,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z30,UTILIZATION,28ac2bdd4846fc6e2a7f,6.42,11,IF,,"IF(N30<>"""",(N30-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA30,UTILIZATION,1aafe524f4bc30e7637c,-0.02,12,IF,,"IF(O30<>"""",(O30-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A31,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B31,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D31,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B31,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H31,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B31,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I31,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B31,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J31,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A31,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K31,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I31/$H$10,RC[-2]/R10C8
L31,UTILIZATION,668b1c1dbfcf6df7c7f2,0.83316301436961882,5,IFERROR,,"IFERROR(K31/F31,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M31,STATUS,cc605bcd1178ce4c0905,NOT OK,6,IF,,"IF(L31<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N31,JOIN,df342480cfd1e9f94067,7650,,VLOOKUP,Point Coordinates,"VLOOKUP(C31,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O31,JOIN,49309262070579ea9998,460,,VLOOKUP,Point Coordinates,"VLOOKUP(C31,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V31,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L31>$V$19,1/L31<=$W$19),1/L31,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W31,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L31>$W$19,1/L31<=$X$19),1/L31,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X31,UTILIZATION,102bfd8013f27758e7c0,0,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L31>$X$19,1/L31<=$Y$19),1/L31,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y31,UTILIZATION,2d4c8f3ea18940579bdf,1.2002453094447694,10,IF | IFERROR,,"IFERROR(IF(1/L31>$Y$19,1/L31,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z31,UTILIZATION,28ac2bdd4846fc6e2a7f,7.17,11,IF,,"IF(N31<>"""",(N31-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA31,UTILIZATION,1aafe524f4bc30e7637c,-0.02,12,IF,,"IF(O31<>"""",(O31-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A32,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B32,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D32,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B32,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H32,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B32,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I32,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B32,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J32,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A32,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K32,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I32/$H$10,RC[-2]/R10C8
L32,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0475918297598255,5,IFERROR,,"IFERROR(K32/F32,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M32,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L32<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N32,JOIN,df342480cfd1e9f94067,7650,,VLOOKUP,Point Coordinates,"VLOOKUP(C32,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O32,JOIN,49309262070579ea9998,1100,,VLOOKUP,Point Coordinates,"VLOOKUP(C32,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V32,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L32>$V$19,1/L32<=$W$19),1/L32,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W32,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L32>$W$19,1/L32<=$X$19),1/L32,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X32,UTILIZATION,102bfd8013f27758e7c0,0.95457025493341574,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L32>$X$19,1/L32<=$Y$19),1/L32,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y32,UTILIZATION,2d4c8f3ea18940579bdf,0,10,IF | IFERROR,,"IFERROR(IF(1/L32>$Y$19,1/L32,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z32,UTILIZATION,28ac2bdd4846fc6e2a7f,7.17,11,IF,,"IF(N32<>"""",(N32-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA32,UTILIZATION,1aafe524f4bc30e7637c,0.62,12,IF,,"IF(O32<>"""",(O32-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A33,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B33,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D33,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B33,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H33,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B33,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I33,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B33,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J33,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A33,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K33,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I33/$H$10,RC[-2]/R10C8
L33,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0643408983478511,5,IFERROR,,"IFERROR(K33/F33,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M33,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L33<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N33,JOIN,df342480cfd1e9f94067,4820,,VLOOKUP,Point Coordinates,"VLOOKUP(C33,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O33,JOIN,49309262070579ea9998,490,,VLOOKUP,Point Coordinates,"VLOOKUP(C33,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V33,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L33>$V$19,1/L33<=$W$19),1/L33,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W33,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L33>$W$19,1/L33<=$X$19),1/L33,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X33,UTILIZATION,102bfd8013f27758e7c0,0.93954859909289801,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L33>$X$19,1/L33<=$Y$19),1/L33,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y33,UTILIZATION,2d4c8f3ea18940579bdf,0,10,IF | IFERROR,,"IFERROR(IF(1/L33>$Y$19,1/L33,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z33,UTILIZATION,28ac2bdd4846fc6e2a7f,4.34,11,IF,,"IF(N33<>"""",(N33-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA33,UTILIZATION,1aafe524f4bc30e7637c,0.01,12,IF,,"IF(O33<>"""",(O33-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A34,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B34,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D34,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B34,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H34,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B34,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I34,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B34,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J34,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A34,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K34,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I34/$H$10,RC[-2]/R10C8
L34,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0649693699720089,5,IFERROR,,"IFERROR(K34/F34,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M34,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L34<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N34,JOIN,df342480cfd1e9f94067,4070.0000000000005,,VLOOKUP,Point Coordinates,"VLOOKUP(C34,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O34,JOIN,49309262070579ea9998,490,,VLOOKUP,Point Coordinates,"VLOOKUP(C34,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V34,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L34>$V$19,1/L34<=$W$19),1/L34,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W34,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L34>$W$19,1/L34<=$X$19),1/L34,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X34,UTILIZATION,102bfd8013f27758e7c0,0.93899414217545385,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L34>$X$19,1/L34<=$Y$19),1/L34,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y34,UTILIZATION,2d4c8f3ea18940579bdf,0,10,IF | IFERROR,,"IFERROR(IF(1/L34>$Y$19,1/L34,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z34,UTILIZATION,28ac2bdd4846fc6e2a7f,3.5900000000000003,11,IF,,"IF(N34<>"""",(N34-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA34,UTILIZATION,1aafe524f4bc30e7637c,0.01,12,IF,,"IF(O34<>"""",(O34-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A35,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B35,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D35,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B35,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H35,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B35,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I35,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B35,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J35,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A35,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K35,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I35/$H$10,RC[-2]/R10C8
L35,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0775115441803691,5,IFERROR,,"IFERROR(K35/F35,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M35,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L35<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N35,JOIN,df342480cfd1e9f94067,3320,,VLOOKUP,Point Coordinates,"VLOOKUP(C35,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O35,JOIN,49309262070579ea9998,490,,VLOOKUP,Point Coordinates,"VLOOKUP(C35,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
V35,UTILIZATION,b070dbb90878a1f60ba9,0,7,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L35>$V$19,1/L35<=$W$19),1/L35,0),"""")","IFERROR(IF(AND(1/RC[-10]>R19C22,1/RC[-10]<=R19C23),1/RC[-10],0),"""")"
W35,UTILIZATION,de0a5dbfc5cc172602ba,0,8,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L35>$W$19,1/L35<=$X$19),1/L35,0),"""")","IFERROR(IF(AND(1/RC[-11]>R19C23,1/RC[-11]<=R19C24),1/RC[-11],0),"""")"
X35,UTILIZATION,102bfd8013f27758e7c0,0.92806430279192065,9,AND | IF | IFERROR,,"IFERROR(IF(AND(1/L35>$X$19,1/L35<=$Y$19),1/L35,0),"""")","IFERROR(IF(AND(1/RC[-12]>R19C24,1/RC[-12]<=R19C25),1/RC[-12],0),"""")"
Y35,UTILIZATION,2d4c8f3ea18940579bdf,0,10,IF | IFERROR,,"IFERROR(IF(1/L35>$Y$19,1/L35,0),"""")","IFERROR(IF(1/RC[-13]>R19C25,1/RC[-13],0),"""")"
Z35,UTILIZATION,28ac2bdd4846fc6e2a7f,2.84,11,IF,,"IF(N35<>"""",(N35-$N$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C14)/1000,1/0)"
AA35,UTILIZATION,1aafe524f4bc30e7637c,0.01,12,IF,,"IF(O35<>"""",(O35-$O$17)/1000,1/0)","IF(RC[-12]<>"""",(RC[-12]-R17C15)/1000,1/0)"
A36,JOIN,5ea8e873f07aa89e502e,1,0,VLOOKUP,,"VLOOKUP(B36,Q:U,5,0)","VLOOKUP(RC[+1],Q:U,5,0)"
D36,JOIN,f5205744725a2f66161f,C250,1,VLOOKUP,,"VLOOKUP(B36,Q:U,2,0)","VLOOKUP(RC[-2],Q:U,2,0)"
H36,JOIN,34eab90c394d3c1042b9,250,2,VLOOKUP,,"VLOOKUP(B36,Q:U,3,0)","VLOOKUP(RC[-6],Q:U,3,0)"
I36,JOIN,316a886ee18efca0c3ce,350,3,VLOOKUP,,"VLOOKUP(B36,Q:U,4,0)","VLOOKUP(RC[-7],Q:U,4,0)"
J36,STATUS,f7cb8b3574809d50071f,Đài 1 cọc,4,NHOMCOC,,"NhomCoc(A36,$A$1,$A$2)","NHOMCOC(RC[-9],R1C1,R2C1)"
K36,UNCLASSIFIED,8c7575893a40f2d6662a,304.34782608695656,13,,,I36/$H$10,RC[-2]/R10C8
L36,UTILIZATION,668b1c1dbfcf6df7c7f2,1.0710487877320189,5,IFERROR,,"IFERROR(K36/F36,"""")","IFERROR(RC[-1]/RC[-6],"""")"
M36,STATUS,cc605bcd1178ce4c0905,OK,6,IF,,"IF(L36<1, ""NOT OK"",""OK"")","IF(RC[-1]<1,""NOTOK"",""OK"")"
N36,JOIN,df342480cfd1e9f94067,1980,,VLOOKUP,Point Coordinates,"VLOOKUP(C36,'Point Coordinates'!$A:$D,2,0)*1000","VLOOKUP(RC[-11],'POINTCOORDINATES'!$A:$D,2,0)*1000"
O36,JOIN,49309262070579ea9998,460,,VLOOKUP,Point Coordinates,"VLOOKUP(C36,'Point Coordinates'!$A:$D,3,0)*1000","VLOOKUP(RC[-12],'POINTCOORDINATES'!$A:$D,3,0)*1000"
